Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity,inventory_status,inventory_turnover,lead_time_category,cost_per_unit,warehouse_utilization,warehouse_risk,backorder_flag
2020-06-08,West,Electronics,Supplier A,Warehouse 3,Fulfilled,481,2142,6629.187258,True,27,False,44693.74216,1872.0,9889,Overstock,0.2569444444444444,Slow,13.782094091476091,0.18930124380624938,Under Utilized,0
2020-06-09,East,Electronics,Supplier B,Warehouse 1,Fulfilled,841,1602,9057.476218,True,29,False,143001.2294,1009.5,6172,Overstock,0.83308568598316,Slow,10.769888487514862,0.16356124432922878,Under Utilized,0
2020-06-10,West,Electronics,Supplier A,Warehouse 3,Canceled,567,417,10110.39312,True,22,False,36611.98363,1445.5,5025,Understock,0.3922518159806295,Slow,17.831381164021167,0.28766169154228854,Under Utilized,0
2020-06-11,North,Furniture,Supplier B,Warehouse 1,Pending,953,2474,8191.151195,True,10,False,145928.6664,2319.0,5980,Overstock,0.41095299698145754,Medium,8.595121925498427,0.3877926421404682,Under Utilized,0
2020-06-12,South,Clothing,Supplier B,Warehouse 2,Pending,971,2164,10255.97538,True,16,False,149515.1934,3472.5,5762,Understock,0.27962562994960405,Slow,10.562281544799175,0.6026553280111072,Optimal,0
2020-06-13,North,Electronics,Supplier A,Warehouse 3,Fulfilled,372,4781,1327.874027,True,22,False,73748.18724,3131.0,7201,Overstock,0.1188118811881188,Slow,3.5695538360215058,0.4348007221219275,Optimal,0
2020-06-14,West,Accessories,Supplier D,Warehouse 3,Fulfilled,298,1481,9278.945037,True,15,False,59564.05699,2219.0,9362,Understock,0.13429472735466427,Slow,31.137399453020134,0.2370220038453322,Under Utilized,0
2020-06-15,South,Clothing,Supplier A,Warehouse 2,Fulfilled,863,2957,1757.855215,True,19,False,130185.014,3665.0,8369,Understock,0.2354706684856753,Slow,2.03691218424102,0.4379256780977417,Optimal,0
2020-06-16,East,Furniture,Supplier A,Warehouse 2,Fulfilled,117,4373,3332.704932,True,12,False,12284.48648,2815.5,9641,Overstock,0.04155567394778902,Medium,28.48465753846154,0.2920340213670781,Under Utilized,0
2020-06-17,East,Accessories,Supplier C,Warehouse 3,Fulfilled,530,1258,11838.02241,True,3,False,91308.72659,722.5,7226,Overstock,0.7335640138408305,Fast,22.33589133962264,0.09998616108497094,Under Utilized,0
2020-06-18,East,Electronics,Supplier D,Warehouse 3,Fulfilled,781,187,13544.20862,True,9,False,106400.8806,2225.0,9750,Understock,0.3510112359550562,Medium,17.34213651728553,0.2282051282051282,Under Utilized,0
2020-06-19,East,Electronics,Supplier B,Warehouse 3,Pending,517,4263,12369.60184,True,1,False,29422.42699,3872.5,9270,Overstock,0.13350548741123305,Fast,23.92572889748549,0.41774541531823084,Optimal,0
2020-06-20,South,Clothing,Supplier D,Warehouse 2,Pending,281,3482,4246.693394,False,7,True,15548.20658,3153.5,9908,Overstock,0.08910734104962739,Fast,15.112787879003559,0.31827815906338314,Under Utilized,1
2020-06-21,South,Clothing,Supplier D,Warehouse 3,Canceled,186,2825,7383.456343,True,1,False,31065.37835,1664.0,8797,Overstock,0.11177884615384616,Fast,39.69600184408602,0.18915539388427874,Under Utilized,0
2020-06-22,South,Accessories,Supplier D,Warehouse 3,Fulfilled,160,503,8041.955293,True,21,False,15654.48396,1976.5,8246,Understock,0.08095117632178092,Slow,50.26222058125,0.23969197186514674,Under Utilized,0
2020-06-23,South,Clothing,Supplier B,Warehouse 1,Pending,721,3450,3578.023972,True,24,False,101751.2752,3390.0,5088,Overstock,0.2126843657817109,Slow,4.9625852593619975,0.6662735849056604,Optimal,0
2020-06-24,South,Furniture,Supplier D,Warehouse 2,Pending,204,3330,14194.72347,True,4,False,8340.158455,2301.5,8804,Overstock,0.08863784488377145,Fast,69.58197779411765,0.26141526578827806,Under Utilized,0
2020-06-25,South,Furniture,Supplier B,Warehouse 2,Fulfilled,105,1273,8485.012126,True,2,False,10800.37368,2069.0,6647,Understock,0.05074915418076365,Fast,80.80963929523809,0.31126824131187003,Under Utilized,0
2020-06-26,West,Clothing,Supplier B,Warehouse 2,Fulfilled,228,2865,6972.141402,True,20,False,21437.91291,2603.0,7818,Overstock,0.08759124087591241,Slow,30.57956755263158,0.3329496034791507,Under Utilized,0
2020-06-27,West,Electronics,Supplier A,Warehouse 2,Fulfilled,141,2341,13577.68879,True,1,False,16950.79011,2962.0,7316,Understock,0.04760297096556381,Fast,96.29566517730497,0.40486604702022966,Optimal,0
2020-06-28,South,Furniture,Supplier C,Warehouse 2,Fulfilled,490,3583,11652.06228,True,27,False,54851.85709,3611.0,8902,Understock,0.13569648296870673,Slow,23.77971893877551,0.4056391822062458,Optimal,0
2020-06-29,East,Accessories,Supplier D,Warehouse 2,Fulfilled,368,3639,922.2948823,True,29,False,57934.37809,2383.0,6655,Overstock,0.15442719261435164,Slow,2.506236093206522,0.358076634109692,Under Utilized,0
2020-06-30,East,Clothing,Supplier D,Warehouse 3,Canceled,493,1127,13681.40687,True,21,False,19145.55899,1716.0,5198,Understock,0.2872960372960373,Slow,27.75133239350913,0.33012697191227397,Under Utilized,0
2020-07-01,East,Clothing,Supplier A,Warehouse 1,Fulfilled,364,2305,6159.723799,True,8,False,26091.38895,3104.0,5034,Understock,0.1172680412371134,Medium,16.92231812912088,0.6166070719110052,Optimal,0
2020-07-02,South,Furniture,Supplier C,Warehouse 2,Fulfilled,707,3903,7501.738745,False,17,False,71317.38617,3219.5,7941,Overstock,0.21959931666407828,Slow,10.610663005657708,0.40542752801914117,Optimal,0
2020-07-03,South,Furniture,Supplier C,Warehouse 2,Fulfilled,845,2536,9435.489415,True,8,False,32790.34114,3662.5,8321,Understock,0.23071672354948805,Medium,11.166259662721894,0.4401514241076794,Optimal,0
2020-07-04,North,Furniture,Supplier D,Warehouse 3,Fulfilled,895,4789,10579.23733,False,29,False,156015.5124,3741.5,5059,Overstock,0.23920887344647868,Slow,11.820376905027933,0.739573038149832,Optimal,0
2020-07-05,North,Electronics,Supplier A,Warehouse 3,Fulfilled,604,2694,3069.618325,True,20,False,65705.43288,2036.0,5434,Overstock,0.2966601178781925,Slow,5.082149544701987,0.374677953625322,Under Utilized,0
2020-07-06,East,Clothing,Supplier C,Warehouse 1,Canceled,190,1378,5665.623472,True,4,False,28148.79219,1760.0,5565,Understock,0.10795454545454546,Fast,29.81907090526316,0.31626235399820307,Under Utilized,0
2020-07-07,East,Electronics,Supplier A,Warehouse 1,Fulfilled,239,2142,4123.370293,True,12,False,46901.02802,2341.0,9302,Understock,0.10209312259718069,Medium,17.252595368200836,0.25166630832079123,Under Utilized,0
2020-07-08,East,Furniture,Supplier D,Warehouse 2,Fulfilled,579,2540,4661.308592,True,26,False,81933.35898,2032.5,6389,Overstock,0.2848708487084871,Slow,8.050619329879103,0.31812490217561434,Under Utilized,0
2020-07-09,East,Electronics,Supplier D,Warehouse 1,Canceled,74,1525,10925.78193,True,14,False,10497.63474,1707.0,9605,Understock,0.043350908025776215,Medium,147.64570175675675,0.17771993753253515,Under Utilized,0
2020-07-10,West,Furniture,Supplier A,Warehouse 1,Pending,476,1889,5425.542968,True,9,False,20858.08205,1745.5,5604,Overstock,0.2727012317387568,Medium,11.398199512605041,0.3114739471805853,Under Utilized,0
2020-07-11,North,Accessories,Supplier A,Warehouse 2,Fulfilled,183,1602,6845.871389,True,5,False,6860.604624,2285.5,9046,Understock,0.08007000656311529,Fast,37.40913327322404,0.252653106345346,Under Utilized,0
2020-07-12,North,Clothing,Supplier B,Warehouse 3,Fulfilled,220,2969,7776.395445,True,8,False,26181.53414,2338.0,8825,Overstock,0.09409751924721985,Medium,35.347252022727275,0.26492917847025493,Under Utilized,0
2020-07-13,East,Furniture,Supplier A,Warehouse 3,Fulfilled,840,1707,13170.02301,True,7,True,95831.82641,2141.0,7963,Understock,0.3923400280242877,Fast,15.678598821428572,0.26886851689061914,Under Utilized,1
2020-07-14,South,Furniture,Supplier A,Warehouse 3,Fulfilled,938,2575,13732.69051,True,5,False,153675.5561,1831.5,5828,Overstock,0.5121485121485122,Fast,14.640395,0.31425875085792726,Under Utilized,0
2020-07-15,South,Accessories,Supplier A,Warehouse 2,Fulfilled,469,1088,10100.62147,True,12,False,43290.7178,933.0,7259,Overstock,0.5026795284030011,Medium,21.5365063326226,0.1285301005648161,Under Utilized,0
2020-07-16,North,Clothing,Supplier B,Warehouse 3,Fulfilled,986,778,7794.13434,False,27,False,26539.78359,1390.5,8071,Understock,0.7090974469615247,Slow,7.904801561866125,0.17228348407880065,Under Utilized,0
2020-07-17,West,Electronics,Supplier B,Warehouse 2,Canceled,895,2003,13920.95363,True,13,False,142263.4704,2521.0,9379,Understock,0.3550178500595002,Medium,15.554138134078212,0.2687919820876426,Under Utilized,0
2020-07-18,South,Electronics,Supplier A,Warehouse 2,Fulfilled,417,3039,5955.325986,True,4,False,38229.63991,3668.5,9899,Understock,0.11367043750851846,Fast,14.28135728057554,0.37059298919082734,Under Utilized,0
2020-07-19,North,Electronics,Supplier A,Warehouse 2,Pending,543,4298,1370.118793,True,15,False,66273.28811,3124.0,9304,Overstock,0.17381562099871958,Slow,2.5232390294659304,0.3357695614789338,Under Utilized,0
2020-07-20,West,Furniture,Supplier A,Warehouse 2,Pending,715,1950,12471.24966,True,24,False,19932.66453,1560.0,9654,Overstock,0.4583333333333333,Slow,17.442307216783217,0.16159105034182722,Under Utilized,0
2020-07-21,South,Electronics,Supplier A,Warehouse 1,Fulfilled,749,1170,14634.16273,True,9,False,122385.261,1407.5,5652,Understock,0.5321492007104796,Medium,19.538267997329772,0.2490268931351734,Under Utilized,0
2020-07-22,East,Electronics,Supplier C,Warehouse 3,Canceled,514,1645,9733.911232,False,28,False,61069.01511,2112.5,9765,Understock,0.24331360946745562,Slow,18.937570490272375,0.21633384536610342,Under Utilized,0
2020-07-23,East,Accessories,Supplier D,Warehouse 3,Fulfilled,394,2580,2956.62483,True,13,False,76081.40748,2726.0,8838,Understock,0.144534115920763,Medium,7.504123934010153,0.3084408237157728,Under Utilized,0
2020-07-24,South,Furniture,Supplier B,Warehouse 2,Fulfilled,61,2872,7059.119058,True,13,False,1877.423401,3182.0,9359,Understock,0.019170333123821496,Medium,115.72326324590165,0.3399935890586601,Under Utilized,0
2020-07-25,South,Furniture,Supplier C,Warehouse 3,Pending,355,3492,8471.585993,True,22,False,19857.54822,2345.5,5230,Overstock,0.15135365593690045,Slow,23.86362251549296,0.4484703632887189,Optimal,0
2020-07-26,South,Electronics,Supplier B,Warehouse 1,Pending,418,1199,11338.93807,True,29,False,81285.66331,2070.5,5314,Understock,0.2018836029944458,Slow,27.12664610047847,0.38963116296575084,Under Utilized,0
2021-12-31,South,Accessories,Supplier A,Warehouse 3,Canceled,761,2942,5446.665224,True,15,False,29801.19072,2395.5,7334,Overstock,0.3176789814235024,Slow,7.157247337713535,0.32662939732751567,Under Utilized,0
2022-01-01,South,Accessories,Supplier C,Warehouse 1,Pending,671,1849,10012.01964,True,7,False,35673.65153,1183.5,5453,Overstock,0.5669623996620194,Fast,14.921042682563339,0.2170364936732074,Under Utilized,0
2022-01-02,East,Accessories,Supplier B,Warehouse 1,Fulfilled,257,518,2191.992239,True,21,False,21007.89594,1331.0,8165,Understock,0.1930879038317055,Slow,8.529152680933853,0.16301285976729946,Under Utilized,0
2022-01-03,West,Furniture,Supplier B,Warehouse 1,Fulfilled,540,2144,12371.82875,True,26,False,60100.22265,1581.5,6730,Overstock,0.3414479924122668,Slow,22.910793981481483,0.2349925705794948,Under Utilized,0
2022-01-04,East,Accessories,Supplier A,Warehouse 1,Fulfilled,315,1019,3254.02511,False,1,False,43448.26052,1533.0,7140,Understock,0.2054794520547945,Fast,10.330238444444445,0.21470588235294116,Under Utilized,0
2022-01-05,West,Clothing,Supplier C,Warehouse 3,Fulfilled,50,2047,10308.84608,True,22,False,8349.584537,2741.5,5329,Understock,0.018238190771475468,Slow,206.1769216,0.5144492400075061,Optimal,0
2022-01-06,South,Electronics,Supplier B,Warehouse 1,Canceled,477,3436,6348.782423,False,26,False,18706.09854,2917.5,8781,Overstock,0.16349614395886888,Slow,13.309816400419287,0.33225145199863343,Under Utilized,0
2022-01-07,West,Electronics,Supplier B,Warehouse 1,Fulfilled,162,2399,9314.010949,True,29,False,15137.03166,1905.0,6743,Overstock,0.08503937007874016,Slow,57.493894746913575,0.28251520094913246,Under Utilized,0
2022-01-08,West,Electronics,Supplier C,Warehouse 1,Canceled,457,1411,9107.904484,True,27,False,20222.10381,2458.5,5659,Understock,0.18588570266422616,Slow,19.929769111597377,0.4344407139070507,Optimal,0
2022-01-09,North,Furniture,Supplier B,Warehouse 1,Fulfilled,839,3506,13280.44982,True,8,False,117430.329,4171.0,7261,Understock,0.2011508031647087,Medium,15.828903241954707,0.5744387825368407,Optimal,0
2022-01-10,North,Accessories,Supplier A,Warehouse 3,Fulfilled,474,4836,4606.676715,True,13,False,71082.84395,2572.0,5851,Overstock,0.18429237947122862,Medium,9.718727246835442,0.43958297726884293,Optimal,0
2022-01-11,South,Clothing,Supplier B,Warehouse 3,Fulfilled,275,308,523.2172195,True,20,False,41251.30462,2045.0,7363,Understock,0.13447432762836187,Slow,1.9026080709090911,0.27774005160939835,Under Utilized,0
2022-01-12,West,Accessories,Supplier A,Warehouse 2,Pending,663,3782,8532.564273,False,12,False,31865.2544,3834.0,5107,Understock,0.1729264475743349,Medium,12.869629371040723,0.750734286273742,Optimal,0
2022-01-13,North,Accessories,Supplier A,Warehouse 3,Fulfilled,888,3886,4635.570297,True,16,False,119331.4756,2164.5,5585,Overstock,0.41025641025641024,Slow,5.220236820945946,0.3875559534467323,Under Utilized,0
2022-01-14,North,Furniture,Supplier C,Warehouse 1,Pending,64,443,875.4930186,True,18,False,12210.9115,2718.0,7072,Understock,0.0235467255334805,Slow,13.679578415625,0.3843325791855204,Under Utilized,0
2022-01-15,East,Clothing,Supplier B,Warehouse 2,Fulfilled,376,4993,4251.22352,True,12,False,24751.95941,2810.5,9244,Overstock,0.1337840241949831,Medium,11.306445531914893,0.3040350497620078,Under Utilized,0
2022-01-16,North,Furniture,Supplier B,Warehouse 2,Fulfilled,382,628,4771.748328,True,1,False,25252.93486,753.5,6211,Understock,0.5069674850696748,Fast,12.491487769633506,0.12131701819352761,Under Utilized,0
2022-01-17,South,Electronics,Supplier D,Warehouse 3,Fulfilled,383,879,7513.85057,True,23,False,32229.00476,850.5,9069,Overstock,0.4503233392122281,Slow,19.618408798955613,0.09378101223949718,Under Utilized,0
2022-01-18,North,Clothing,Supplier C,Warehouse 3,Canceled,877,822,5100.690265,True,6,False,68251.08497,1441.5,8675,Understock,0.608394033992369,Fast,5.816066436716078,0.1661671469740634,Under Utilized,0
2022-01-19,South,Accessories,Supplier C,Warehouse 3,Fulfilled,58,2061,11378.94153,True,19,False,9267.608954,2010.5,9898,Overstock,0.028848545138025365,Slow,196.1886470689655,0.20312184279652454,Under Utilized,0
2022-01-20,North,Electronics,Supplier C,Warehouse 2,Fulfilled,545,1960,11282.2365,False,16,False,63813.1111,3084.5,7987,Understock,0.1766899011184957,Slow,20.70135137614679,0.38619005884562413,Under Utilized,0
2022-01-21,North,Accessories,Supplier A,Warehouse 1,Fulfilled,244,4209,3989.883051,True,15,False,18097.82398,2998.0,7363,Overstock,0.08138759172781855,Slow,16.351979717213116,0.40717099008556296,Optimal,0
2022-01-22,East,Clothing,Supplier D,Warehouse 2,Pending,382,1787,10243.654,True,27,True,19053.77912,1096.5,7479,Overstock,0.3483812129502964,Slow,26.81584816753927,0.1466105094263939,Under Utilized,1
